,Restaurant_ID,Restaurants_Name,Address,City,State,Postal_Code,Latitude,Longitude,Stars_Rating,Review_Count,Restaurants_Delivery,Outdoor_Seating,Accepts_CreditCards,Price_Range,Alcohol,Good_For_Kids,Reservations,Restaurants_TakeOut,WiFi,Good_For_Groups,Wheelchair_Accessible,Happy_Hour,Noise_Level,Dietary_Restrictions,Total_Estimate_Households_per_Zip,Total_Estimate_Married-couple_Family_households,Total_Estimate_Nonfamily_households,Median_Income(dollars),Mean_Income(dollars),Population
182,7utsfp2dXJ09j8Gb9hAIvA,Suzy-Jo Donuts,49 E 4th St,Bridgeport,PA,19405,40.1053723,-75.3404208,4.5,89,0,0,1,1,0,0,0,1,0,0,0,0,1,0,2034,517,1036,52370,81058,5127
183,joeRm-_7T0XTkMdKo2nbaA,Paola's Pizzeria,128 N Wayne Ave,Wayne,PA,19087,40.0451819,-75.388188,4.5,126,0,1,1,1,1,1,0,1,1,1,1,0,4,0,11749,7202,3478,144022,196760,32225
184,k0AO8X3VzWe_F4lkMb0eSg,The Cubby Hole,"37 E Main St, FL 1",Moorestown,NJ,8057,39.9647367,-74.9453088,4.5,202,0,1,1,2,1,1,0,1,1,0,0,0,4,0,7215,5014,1515,155780,216990,21090
186,V6Om7YZhlRQRU7WfuxHq8Q,Beck's Cajun Cafe,51 N 12th St,Philadelphia,PA,19107,39.95332247,-75.15900008,4.0,485,1,0,1,1,1,1,0,1,1,0,0,0,4,0,7823,1743,5771,60676,91522,14875
187,COclRBaXBjYpomS4syUmvg,Monon Coffee Company,920 E Westfield Blvd,Indianapolis,IN,46220,39.870878,-86.1422438,4.0,170,0,1,1,1,0,0,0,1,1,0,1,0,4,0,16879,6824,8390,77377,109485,34830
189,DOl21AqtT74dUZ3kvXNNcA,Golden Triangle,610 S 5th St,Philadelphia,PA,19147,39.94152013,-75.15097027,4.5,159,1,1,1,2,1,1,1,1,1,1,0,0,1,0,18239,6207,10326,86147,128426,36228
190,q40E5X_HdjeM_Kl1BE7Gtg,Orchid Thai Foods,17022 Palm Pointe Dr,Tampa,FL,33647,28.1184025,-82.3816714,4.5,62,0,0,1,2,1,1,1,1,1,0,1,0,4,0,25565,14474,7443,89270,120593,55034
192,FzelkV3vzxkRgBmVSIqALA,Edley’s,2392 S State Rt 157,Glen Carbon,IL,62034,38.77332543,-89.99292981,3.0,34,0,1,0,2,1,0,0,0,0,0,0,0,4,0,5528,2701,1784,84000,108462,13819
194,RzGr37s8p2ujVuN9of7ksQ,Panaderia La Conchita,4239 Nolensville Pike,Nashville,TN,37211,36.07449785,-86.72547397,4.5,44,0,0,1,1,1,1,0,1,1,1,0,0,4,0,29353,11228,13064,59075,75023,74755
195,isbeaPln-E0DdffLRsuFhw,Francisco's On The River,1251 River Rd,Washington Crossing,PA,18977,40.3136566,-74.8957796,4.0,109,1,1,1,3,1,0,1,1,1,1,0,0,4,0,1745,1340,276,190202,233722,4291
197,hTyJhpH7Bl5moMWQb4Sosg,Island Fin Poké,"6417 E County Line Rd, Ste 101",Tampa,FL,33647,28.169016,-82.356628,5.0,88,1,1,1,2,1,0,0,1,1,0,1,0,1,0,25565,14474,7443,89270,120593,55034
198,2quqM0ajKfTC_DV8sLAvxQ,Jon Smith Subs,"150 STen Mile Rd, Ste 140",Meridian,ID,83642,43.60337672,-116.4330922,3.5,39,1,0,1,2,1,0,0,1,0,0,0,0,1,0,17854,10414,5003,75708,95807,37008
199,IXv-g1iK3Hwsnxp0vT8OgA,Whataburger,1430 W River Rd,Tucson,AZ,85704,32.29792321,-110.9969272,2.5,71,1,0,1,1,1,1,0,1,1,1,0,0,2,0,15591,6394,7529,62544,91136,30929
200,PvT44WlqJLkUrCITo6AjRA,Breakfast Boutique Chestnut Hill,8630 Germantown Ave,Philadelphia,PA,19118,40.07714922,-75.20870701,3.0,151,1,0,1,2,1,1,1,1,1,1,0,0,4,0,4651,2076,2235,85766,148898,9808
201,7pxE4BFDibv6Q7MBbNOPQA,Los Rancheros,7125 Georgetown Rd,Indianapolis,IN,46268,39.8829229,-86.2435883,3.5,45,1,0,1,1,1,1,0,1,1,1,0,0,4,0,10741,3523,5809,52458,65237,24965
202,i6kNeNRrER8ocnpkBJ3wBA,Drexel Hill Pizza & Grill,4603 State Rd,Drexel Hill,PA,19026,39.9505756,-75.3120184,3.0,54,1,0,1,2,1,1,0,1,1,1,0,0,4,0,11854,5471,4066,73762,98812,30738
206,ziFtaIQdzQfFL79iLTq_zQ,Zac's Hamburgers,1301 E Macdade Blvd,Folsom,PA,19033,39.89378,-75.3197179,4.0,48,1,1,1,1,1,1,0,1,0,1,0,0,4,0,3007,1743,887,83642,97819,7777
207,uE3yzH2l1A_FYciu95EptA,Koi Sushi & Thai,102 Lumber Dr,Franklin,TN,37064,35.8994368,-86.8755453,4.0,157,1,1,1,2,1,1,0,1,1,1,0,0,4,0,21795,14497,4934,105342,134928,48118
209,yS0TsUzKBQlHQCZZeBrxww,Tortas El Guero,3818 N Highschool Rd,Indianapolis,IN,46254,39.8244846,-86.2709327,4.5,176,1,1,1,1,1,1,0,1,0,0,0,0,2,0,15672,4929,6951,46693,66661,38095
212,A_-Vv5oKZNqxsV69_7E2KQ,8th & Union Kitchen,801 N Union St,Wilmington,DE,19805,39.7524434,-75.5711769,3.5,177,1,1,1,2,1,1,1,1,1,1,1,1,2,0,15143,4301,6548,47300,63201,40937
213,N1ZXhAVzOzbyCBPEXTaUUw,Tandoor Authentic Indian Restaurant,106 S 40th St,Philadelphia,PA,19104,39.9551144,-75.202451,3.5,148,1,0,1,2,1,1,1,1,1,1,0,0,1,0,16508,2296,10575,28603,46430,51808
214,CE9wc-UtRIwiyo5i4QO1Og,CACi Wood-Fired Sicilian Grill,1592 E Riverside Dr,Eagle,ID,83616,43.687375,-116.334128,4.0,156,0,1,1,2,1,0,1,1,1,1,1,1,4,0,11230,7612,2444,89603,131663,22780
215,AaWmckcT3O1iQSAIUmzwUA,Basimo Beach Cafe,"1261 Gulf Blvd, Ste 120",Clearwater,FL,33767,27.95199567,-82.829717,4.0,339,1,1,1,2,1,1,1,1,1,0,1,0,1,0,4049,2123,1706,87340,143679,8007
217,ryHhnOItSVPJB81Ty0Xb2g,Stonefire Tavern,10637 117th Dr N,Largo,FL,33773,27.88001153,-82.786168,4.0,59,0,0,1,2,1,0,1,1,1,1,1,1,4,0,6831,3290,2592,59305,75018,16826
219,SdZvOwgALlSBt8A0DvVkuQ,Reno Tap Room,6139 S Virginia St,Reno,NV,89502,39.469099,-119.786907,4.0,45,1,1,1,2,1,1,0,1,1,1,0,1,4,0,18616,6344,8448,48782,65655,43566
220,_1jlbXWMxN50PQlaRpev7A,Reytas Filipino Cuisine,1490 Haddonfield Berlin Rd,Cherry Hill,NJ,8003,39.88018822,-75.00524803,4.5,79,1,1,1,2,1,0,1,1,1,1,1,0,4,0,10884,7816,2038,132441,162489,30629
221,UFpCraqzFBAhtZqmxmiWsA,Cat Therapy,"1213 State St, Ste L",Santa Barbara,CA,93101,34.4233019,-119.7054707,4.5,116,0,0,1,1,0,1,0,0,1,0,1,0,1,0,13296,4177,6819,62925,91126,31683
223,sway6xsRT_CUC6peK_Pyww,Bobby Hotel,230 4th Ave N,Nashville,TN,37219,36.16471146,-86.77930403,3.5,178,0,1,1,3,1,0,1,0,1,0,1,0,1,0,777,137,640,85463,87750,1162
224,nVI9wI9ujmrutJRMgHKSIg,Fiesta Maya Mexican Grill,1178 Baltimore Pike,Springfield,PA,19064,39.9142377,-75.3478566,4.5,130,0,0,1,1,1,1,0,1,1,1,1,0,4,0,8675,6088,1644,116394,133939,24459
226,_49FsmTfruZSTjxU4OwOsg,Taziki's Mediterranean Cafe - West End,3001 W End Ave,Nashville,TN,37212,36.1436547,-86.8135218,3.5,120,1,1,1,2,1,1,0,1,1,1,0,0,4,0,7149,2539,4043,71699,135689,20148
227,5l67axuAa5EmEV3lLuSa1Q,Smashburger,3300 Magazine St,New Orleans,LA,70115,29.9233129,-90.0877986,3.0,167,0,1,1,1,1,1,0,1,1,1,0,0,4,0,14847,5248,8000,77961,119724,31695
228,E9-k8aOCS2sSh9RYxvWU_A,Steppy's Sports Bar & Grill,2912 Swede Rd,East Norriton,PA,19401,40.1455977,-75.3182664,3.0,69,1,1,1,2,1,1,0,1,1,1,0,0,2,0,16282,5371,6383,58782,75523,41753
229,HJNRlG5nM4Bxy97PmNNaTQ,Aman's Indian Bistro,690 Main St,Harleysville,PA,19438,40.28675003,-75.39827859,4.5,38,0,0,1,2,1,1,1,1,1,1,1,0,1,0,9456,6287,2207,115748,138090,23765
230,AuTmUY381to83xPwovoERg,Wingstop,127 Gallatin Pike N,Madison,TN,37115,36.26497882,-86.71253829,2.5,31,1,0,1,1,1,1,0,1,0,1,0,0,2,0,17024,4935,8154,46777,59429,37316
232,yzRC9gyhblU3a5hDct2S2Q,Hykel's Submarine Sandwich-Bar,2704 E County Line Rd,Ardmore,PA,19003,40.000783,-75.2964267,4.0,34,0,1,1,2,1,1,0,1,1,1,0,0,4,0,5665,2805,2250,105061,135760,12519
234,dERS4qwl9v-Gwft-Ug8APA,West Ave Grille Jenkintown Restaurant and Food Truck ,718 West Ave,Jenkintown,PA,19046,40.0957738,-75.1265509,4.0,277,1,1,1,2,1,1,0,1,1,1,1,0,4,0,7312,3914,2315,104193,142602,17809
235,Xjal8g4PsYinAfeQ8RWf4Q,Wasabi2,1375 Dilworthtown Crossing,West Chester,PA,19382,39.9037528,-75.5625925,4.5,78,1,1,1,2,1,1,1,1,1,1,1,0,2,0,20429,10896,7580,104232,143574,52388
236,-JStjL-8mRZq4ov4uI1FaQ,Luberto's Brickoven Pizza,169 N Main St,Dublin,PA,18917,40.3753297,-75.208113,4.0,96,1,0,1,2,1,1,0,1,0,1,1,0,4,0,960,368,478,78971,87102,2158
239,X64JH5kXOjWsBCsGxmFSIw,Cinco de Mayo,14795 Lebanon Rd,Old Hickory,TN,37138,36.2197054,-86.5722192,3.5,35,1,1,1,1,1,1,0,1,1,1,0,0,4,0,9369,5142,2853,73710,84734,22191
240,NKplFLr1UebQxMLQAxALPQ,Tandoor & Tikka,5320 E 82nd St,Indianapolis,IN,46250,39.905788,-86.077582,3.5,78,1,0,1,1,1,0,0,1,1,0,1,0,1,0,9034,2918,5049,57053,80231,18546
241,0t14RIHl4wODz7LRiRRQ0Q,Salty Lime Cantina,1019 Florida Ave,Palm Harbor,FL,34683,28.0783137,-82.7666322,4.5,103,0,1,0,2,0,0,0,1,0,0,1,0,1,0,13380,7126,4340,70375,92555,31268
242,Z5LGSHEYjCUtKwjKotCNqA,Chinese Delight,735 W Lancaster Ave,Wayne,PA,19087,40.0477909,-75.409318,3.0,52,1,0,1,2,1,1,0,1,0,1,0,0,1,0,11749,7202,3478,144022,196760,32225
243,VZfc50XVwgdCecH4YbGNFg,EATS! American Grill,4502 S Dale Mabry Hwy,Tampa,FL,33611,27.902583,-82.505631,4.0,323,1,1,1,2,1,1,0,1,1,1,0,1,4,0,16269,6087,8484,66495,103942,29478
245,btycQr2eJqbNbArJdUxMmQ,New Golden Buffet,"700 Nutt Rd, Ste 701",Phoenixville,PA,19460,40.133113,-75.5342207,2.5,30,1,0,1,2,1,0,1,1,1,1,0,0,1,0,16443,8339,6022,104504,139548,40154
246,VOEN8f9WEysinBsLqbiVqg,Andrea's Restaurant,3100 19th St,Metairie,LA,70002,30.0073382,-90.1538509,2.5,218,1,1,1,3,1,1,1,1,1,1,0,1,1,0,8954,3438,4225,56361,81822,18879
248,USyJiGIvZ8fHjRVaVTu1Zw,Tony Jr's,118 S 18th St,Philadelphia,PA,19103,39.951157,-75.170714,3.0,71,1,0,1,1,1,1,0,1,0,1,0,0,4,0,15765,3571,11832,79110,134268,21908
250,N5QQdPac1cXwOHr-ePr90g,5th St. Bakehouse,953 W 5th St,Reno,NV,89503,39.5289273,-119.8280683,4.0,181,0,1,1,1,1,1,1,1,1,0,0,0,4,0,12469,4209,6739,54063,76117,27891
251,h2nBTqJVHAyltyeq7sZZ-w,Blueplate,47 S Main St,Mullica Hill,NJ,8062,39.7322517,-75.2240679,4.0,232,1,1,1,2,1,1,0,1,0,1,0,0,4,0,5467,3752,1067,140250,163201,15756
252,cEG1r9aRMJwmRQVkh7eiJg,Falls Deli,3492 Tilden St,Philadelphia,PA,19129,40.0128847,-75.1901845,4.5,31,1,1,1,1,1,0,0,1,1,0,0,0,1,0,4901,1547,2759,72328,97886,10975
254,LC-qVqvkMRmK_ed-SImCXQ,Salvatore's Trattoria & Pizzeria,221 N Henderson Rd,King of Prussia,PA,19406,40.09720989,-75.36687009,3.5,38,1,0,1,1,0,1,0,1,0,0,0,0,1,0,11438,5682,4700,97305,114751,23441
255,9dm_v79s9-pefMahqp1SkA,Loco Mexican Restaurant & Cantina,2205 N Delaware St,Indianapolis,IN,46205,39.79748267,-86.15309395,4.0,178,1,1,1,2,1,1,0,1,0,1,1,1,4,0,11857,3414,6243,52068,79951,25356
256,nFjk0xVI9fNiVN__5g-m8Q,Ichicoro Ane,"260 1st Ave S, Ste 100",Saint Petersburg,FL,33701,27.7701014,-82.6364594,4.0,264,1,0,1,2,1,1,1,1,1,1,1,1,3,0,9120,2230,6371,46786,87867,15014
257,TttFjRQ-8Iz8by4hsD7iOQ,Angelina's,743 S 8th St,Philadelphia,PA,19147,39.94022122,-75.15579667,4.5,49,1,0,0,3,1,0,1,0,1,1,0,0,4,0,18239,6207,10326,86147,128426,36228
258,niEm9LkcLOrvsDzjXD6WpQ,New Orleans Hamburger & Seafood Co.,2515 B Manhattan Blvd,Harvey,LA,70058,29.8768457,-90.0482728,3.5,113,1,1,1,2,1,1,0,1,1,1,0,0,4,0,13844,5653,4888,49551,72216,39887
259,V4THIJk9uhoxL7f06fK5VA,Roundabout Catering,631 Dunn Cir,Sparks,NV,89431,39.528286,-119.734864,5.0,38,0,0,1,1,0,0,0,0,0,0,0,0,1,0,15322,5782,5826,50233,63806,36189
260,mGpLYGly9TmJsWiELfHXYg,Raz'z Restaurant,408 Sam Ridley Pkwy,Smyrna,TN,37167,35.986072,-86.549655,3.5,44,0,1,1,2,1,1,1,1,1,1,0,0,4,0,21579,10955,6308,69482,80715,49322
261,_cndcbuaqSRW5f-MeZasNw,Toyama Japanese Steak House,15532 Old Hickory Blvd,Nashville,TN,37211,36.040788,-86.7402801,3.0,142,0,0,1,2,1,1,1,1,0,1,0,0,4,0,29353,11228,13064,59075,75023,74755
263,iq0qAJ2Oc3myUTTMLseTXA,Lorenzo & Sons Pizza,27 North High St,West Chester,PA,19380,39.9604595,-75.6049474,3.5,71,1,0,1,1,1,1,0,1,0,1,0,0,4,0,20999,11647,7482,106738,136205,49534
265,WQ832PDnsDshhbQFm83ISg,Villagio Cinemas,11778 N Dale Mabry Hwy,Tampa,FL,33618,28.055282,-82.506247,3.0,285,1,0,1,2,1,1,1,1,1,1,1,0,1,0,12100,5819,4724,68245,106081,25570
267,di5ihAL9VWoctHelY8kLTQ,Gigi and Big R,38th and Spruce,Philadelphia,PA,19104,39.9512903,-75.1992768,4.0,81,1,0,0,2,1,0,0,1,0,0,0,0,4,0,16508,2296,10575,28603,46430,51808
268,TTsBa6e2qgIEkiFQfYLmYA,Twistee Treat - New Tampa,8810 New Tampa Blvd,Tampa,FL,33647,28.14406795,-82.35399491,3.5,70,0,1,1,1,0,1,0,1,1,1,1,0,4,0,25565,14474,7443,89270,120593,55034
269,zxpJ4Frr8Zoru-YaNzOxzw,China Spring,8165 Hwy 100,Nashville,TN,37221,36.0441354,-86.9579331,3.5,33,1,0,1,1,1,1,0,1,0,0,0,0,4,0,18140,8702,7396,85933,103715,36610
270,j5U5O3scMvPe67jzJcWFug,Zaxby's Chicken Fingers & Buffalo Wings,11619 W Hillsborough Ave,Tampa,FL,33635,28.01469205,-82.61400547,3.0,37,1,0,1,1,1,1,0,1,1,1,0,0,1,0,7240,3523,2325,71768,90470,15741
271,RCguFZat10TcbDMeeeM3IQ,El Pollo Loco,8030 S Virginia St,Reno,NV,89511,39.45554895,-119.7781964,3.0,73,1,0,1,1,1,1,0,1,0,1,0,0,4,0,11651,6956,3398,106071,157438,25011
273,Pb5agnsD9EdCl6yuZp2jJA,O Sole Mio,250 Catharine St,Philadelphia,PA,19147,39.9378287,-75.1482632,4.5,85,1,1,1,1,1,1,1,1,0,1,1,0,1,0,18239,6207,10326,86147,128426,36228
274,WMgB7_odx8hk3BFQAIZ5hQ,Thai Phooket Smyrna,"1890 Almaville Rd, Ste 100",Smyrna,TN,37167,35.9317024,-86.5338211,4.0,76,1,0,1,2,1,1,0,1,1,1,0,0,4,0,21579,10955,6308,69482,80715,49322
277,_uQEKHH0R5fxrYkLrUI9pQ,Gu Wei Noodles & Grill,"18101 Highwoods Preserve Pkwy, Ste 100",Tampa,FL,33647,28.1316091,-82.3691327,4.5,40,1,0,1,1,1,0,0,1,1,0,1,0,1,0,25565,14474,7443,89270,120593,55034
279,ilVGsC87BfopszGWw2qdXg,Spice Kitchen,2717 Ridge Pike,Trooper,PA,19403,40.14622666,-75.39313116,3.0,49,1,0,1,2,1,1,1,1,0,1,0,0,4,0,18879,9749,7193,85248,107812,44260
280,plobBsTtVUODb353xxFT_g,Sushi Rose,"2005 Sierra Highlands Dr, Ste 147A",Reno,NV,89523,39.53478476,-119.8694409,3.5,634,1,1,1,2,1,1,1,1,1,1,0,1,4,0,14986,7243,5881,82902,104737,31373
284,Bw0cpnfI-Y9QmjWzqS-oFg,Izumi,1601 E Passyunk Ave,Philadelphia,PA,19148,39.929738,-75.1633963,4.0,219,0,1,1,2,1,0,1,1,1,1,0,0,4,0,19493,7020,7959,60226,75581,49732
285,1w1H1kYUN60zpfdP-0qmGQ,Machismo Burrito Bar,8500 Henry Ave,Philadelphia,PA,19128,40.0626011,-75.2372078,3.0,30,1,0,1,1,1,1,0,1,1,1,0,0,1,0,16980,6799,8312,76854,95665,35239
288,0zH0l4Jbf-oove3cLvrFOg,Vecchia Osteria,20 Richboro Rd,Newtown,PA,18940,40.2280271,-74.9401945,4.0,359,1,1,1,2,1,1,1,1,1,1,0,0,4,0,11515,7555,3170,132214,176878,28825
289,7UxNDF6ZpabC3O0-Qbg3Xw,Yama Japanese Restaurant,1570 Rt 38,Lumberton,NJ,8048,39.981839,-74.7987789,3.0,52,0,0,1,2,1,1,1,1,0,1,0,0,1,0,4735,2504,1429,106581,130724,12495
290,fJNSx1WOo77TmP7Bl26w_g,Washington Crossing Inn,1295 General Washington Memorial Blvd,Washington Crossing,PA,18977,40.293684,-74.871315,4.0,144,1,1,1,2,1,0,1,1,0,1,1,1,4,0,1745,1340,276,190202,233722,4291
292,JOvNunKJlWhwJRwLmUR9ZA,Tryst Gastro Lounge,240 Beach Dr NE,St Petersburg,FL,33701,27.77452203,-82.6327141,3.5,295,1,1,1,2,1,0,1,1,1,1,1,1,4,0,9120,2230,6371,46786,87867,15014
293,ruFtZKwlJASx5BTk1dh5AQ,Wendy's,440 N Mccarran Blvd,Sparks,NV,89431,39.5380547,-119.734624,2.5,35,1,0,1,1,1,1,0,1,0,1,0,0,2,0,15322,5782,5826,50233,63806,36189
294,yBebHQPEvz8OtYKUO45QCw,Eden Korean Restaurant,1892 Marlton Pike E,Cherry Hill,NJ,8034,39.9110535,-74.9915109,4.5,32,0,0,1,2,0,1,1,1,1,1,0,0,4,0,7233,3665,2457,95248,114885,18151
295,b-EHLoRBtVgOpkv6-i1pSA,Huge Impact Restaurant,5110 W 38th St,Indianapolis,IN,46254,39.8239812,-86.247598,3.5,36,1,1,1,2,0,1,1,1,0,1,0,0,1,0,15672,4929,6951,46693,66661,38095
296,3VKE0_-KhU_qMYHxcyVcDg,Just To Serve You Too,5132 N 5th St,Philadelphia,PA,19120,40.029648,-75.1322934,3.0,68,1,0,1,2,1,1,1,1,1,1,0,0,2,0,24531,6690,7559,38996,53609,68104
301,2y_CdkxEOJEJGyJApfCYpA,Rode's Fireside Restaurant & Tavern,533 Kings Hwy,Woolwich Twp,NJ,8085,39.7532524,-75.3024859,3.5,104,0,1,1,2,1,1,1,1,1,1,0,0,4,0,6911,4464,1227,121645,136129,18737
302,bc3K8KvLkLNu_XU3RkeeeA,LeBuzz Caffe,"2930 N Swan Rd, Ste 127",Tucson,AZ,85712,32.260933,-110.891826,4.0,33,0,1,0,1,0,0,0,1,1,0,0,0,1,0,16384,4093,9558,37524,53990,32666
303,s3FRhtaNU8dt-mKkLKUQaQ,RuSan's Sushi and Seafood,505 12th Ave S,Nashville,TN,37212,36.15189701,-86.78480668,3.0,206,0,1,1,2,1,0,1,1,1,1,0,1,4,0,7149,2539,4043,71699,135689,20148
304,fKDV_dlDhXd7P5kZi97Kng,The Spot,272 S 20th St,Philadelphia,PA,19103,39.9483749,-75.1744886,3.0,80,1,0,1,1,1,1,0,1,0,1,0,0,1,0,15765,3571,11832,79110,134268,21908
305,JRoY9Mx2LghIki2Uo1SOJA,The Wine Tap,223 E Main St,Belleville,IL,62220,38.5137923,-89.9805554,4.5,93,0,1,1,2,1,0,1,1,1,1,0,0,4,0,7521,3097,3232,56486,69202,20504
306,m6KZGTxRb9_ZyDpB1G6O1Q,Freddy's Frozen Custard & Steakburgers,3725 W Orange Grove Rd,Marana,AZ,85741,32.3232068,-111.0442513,3.5,112,1,1,1,1,1,1,0,1,0,1,0,0,4,0,13989,5663,5499,63092,73330,32998
307,KPmFv_Ou6ddauV_gYauWzg,Taquería La Juquilita,5913 Morrow Rd,Nashville,TN,37209,36.16212865,-86.86112155,4.5,74,0,0,0,1,1,1,0,1,0,0,0,0,4,0,16513,5233,8829,61096,82024,35457
308,nteD5A6CKXZPqbR9EltQng,Super China Chinese Restaurant,8663 Little Rd,Port Richey,FL,34654,28.283355,-82.677826,4.0,54,1,0,1,1,1,1,0,1,1,1,0,0,1,0,8980,4506,2869,51036,70194,21716
309,Ktw3a8hXOKL00UCk_1nSEQ,Bully's Sports Bar & Grill,9725 Pyramid Hwy,Sparks,NV,89441,39.640527,-119.71245,2.5,126,1,1,1,2,1,1,0,1,1,1,0,1,2,0,4644,3253,854,109717,120941,11542
311,XgLrkmIqIrD_pl67lAovEQ,The Bourse,111 S Independence Mall E,Philadelphia,PA,19106,39.94981925,-75.14865515,2.0,35,1,1,1,2,1,1,0,1,1,1,1,0,2,0,7625,2113,5180,116368,162885,11740
312,sLgnx_WFCjEoPsS6NwU70Q,Le Peep,3036 N Eagle Rd,Meridian,ID,83646,43.6327829,-116.3523931,4.0,259,1,1,1,1,1,1,0,1,1,1,1,0,4,0,23299,14659,5346,79706,104342,47098
313,ZJC0ONdxmIlwidXd8E0fXg,BoomBozz Craft Pizza & Taphouse,8016 Hwy 100,Nashville,TN,37221,36.047064,-86.951448,3.5,57,1,0,1,1,1,0,0,1,1,0,1,1,1,0,18140,8702,7396,85933,103715,36610
314,zwfN21b6gN2XGjNG6MYNzQ,Wolfgang Puck Express,2500 S High School Rd,Indianapolis,IN,46241,39.71669269,-86.29782636,2.0,70,0,0,1,2,1,1,0,1,1,0,0,0,4,0,10655,4187,3329,42342,54996,30670
315,XyGRDrgCK0z4CiA6nhwEaw,Persian Room Fine Dining,"9290 N Thornydale Rd, Ste 100",Tucson,AZ,85742,32.3750163,-111.0463201,4.5,258,1,0,1,2,1,1,1,1,1,1,0,1,1,0,11154,5970,3226,80808,98653,25212
316,mygIk3l_ShNNB-QbWlrRyg,Zydeco's,7010 Hwy 23,Belle Chasse,LA,70037,29.8777671,-90.0173044,3.5,161,0,0,1,2,1,1,0,1,0,1,1,0,4,0,5665,3309,1251,71956,97678,15590
317,BiBwdFcG0ynK50_g7zJTOg,Chopt Creative Salad Co.,"211 Franklin Rd, Ste 160",Brentwood,TN,37027,36.032004,-86.79085,3.5,135,1,1,1,2,1,1,0,1,1,1,0,0,4,0,20608,14144,4938,133254,189233,49035
318,Ryt1Fhgz7sixMQSJiLyP_g,Zocalo,3600 Lancaster Ave,Philadelphia,PA,19104,39.9584222,-75.1938661,2.5,59,0,1,1,2,1,1,1,1,0,1,0,1,4,0,16508,2296,10575,28603,46430,51808
319,B6qHZCAs7Nka-1zdjCzAIQ,Butter's Soul Food,2730 W Girard Ave,Philadelphia,PA,19130,39.9741307,-75.1815903,3.0,77,1,1,1,2,1,1,0,1,0,0,0,0,1,0,14431,4157,9196,88858,121662,24870
323,pEYs1oVeJ6YM2SG5WEr5Pg,Burger Theory,8555 Stansted Dr,Indianapolis,IN,46241,39.6750407,-86.31032638,4.0,86,1,1,1,2,1,1,0,1,1,1,1,0,4,0,10655,4187,3329,42342,54996,30670
324,-3-6BB10tIWNKGEF0Es2BA,The 81 Hong Kong Cafe,"625 E Wetmore Rd, Ste 109",Tucson,AZ,85705,32.2885403,-110.9631443,4.0,133,1,0,1,2,1,0,1,1,1,0,1,0,1,0,24304,6115,12791,30885,42888,57521
325,78e90HO_R40SyzBr4fnHSA,Primanti Bros - Indianapolis,49 W Maryland St,Indianapolis,IN,46204,39.76552264,-86.15974957,3.5,221,1,1,1,2,1,1,0,1,1,1,0,1,4,0,4582,498,3999,73281,100517,5125
326,zhFKtchGIpRTfOZSpm4Zvg,Capriotti's Sandwich Shop,117 E Swedesford Rd,Exton,PA,19341,40.0361194,-75.62865933,3.5,38,1,1,1,1,1,1,0,1,0,1,1,0,4,0,7825,4563,2392,107338,135072,16709
328,cLlBDZxYJ1dt1JgMuZnXew,Olly,700 S 5th St,Philadelphia,PA,19147,39.9408776,-75.1511064,4.0,51,0,0,1,1,1,1,0,0,0,0,0,0,4,0,18239,6207,10326,86147,128426,36228
329,MMRRS6YhVRx_iN5-JhMRYg,Han Dynasty,3711 Market St,Philadelphia,PA,19104,39.95671052,-75.19710278,4.0,783,1,1,1,2,1,1,1,1,0,1,0,1,4,0,16508,2296,10575,28603,46430,51808
330,F_wIC6i5y4zdQyp99R7PdQ,Blueberry Hill Pancake House,7803 E Washington St,Indianapolis,IN,46219,39.7723413,-86.0279803,3.5,101,1,0,1,1,1,1,1,1,1,1,0,0,4,0,15857,5109,7955,42749,56740,33930
331,icp_IKE9zIkAqAucyS1vTA,Hakka Beef House,927 Race St,Philadelphia,PA,19107,39.9554945,-75.1552563,4.5,33,1,0,1,2,1,1,0,1,1,1,0,0,1,0,7823,1743,5771,60676,91522,14875
332,JVekj-AqcU46mg7rzN_nOg,Oceanos Restaurant,222 Haddon Ave,West Berlin,NJ,8091,39.8130665,-74.9442129,3.5,32,1,0,1,2,1,1,1,1,1,1,0,0,1,0,2068,990,686,75985,98450,5357
336,g_nLH7QGP3_l1eE-7JWhwA,Smees Alaskan Fish Bar & Marketplace,5635 Meadowood Mall Cir,Reno,NV,89502,39.4742257,-119.7795102,4.5,97,0,1,1,2,1,1,0,1,0,1,1,0,4,0,18616,6344,8448,48782,65655,43566
339,Rl7W2JPAUWFo2ZZdVeGAWA,Koffee Korner Cafe,201 N Broad St,Lansdale,PA,19446,40.2419927,-75.2829764,3.5,59,0,0,0,1,1,1,0,1,0,1,0,0,4,0,22647,12428,7315,87083,118037,55138
341,A0F-h3xJm_6gHDKcDQwSrQ,Capogiro Gelato,3925 Walnut St,Philadelphia,PA,19104,39.95417155,-75.20138008,4.0,252,0,1,1,2,1,1,0,1,1,1,0,1,2,0,16508,2296,10575,28603,46430,51808
342,ymoEdJB5NE56sWw74uyX7A,Sushi Bar,911 Broad Ripple Rd,Indianapolis,IN,46220,39.8694324,-86.1425102,4.0,346,1,1,1,2,1,1,1,1,1,1,1,1,4,0,16879,6824,8390,77377,109485,34830
